QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,IntMethod,StudyNote
31119104.00010,No,90,"Do you consider yourself to be gay, lesbian, bisexual, or transgender?",* = Less than .5 percent.,,12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00010,Don't know,*,"Do you consider yourself to be gay, lesbian, bisexual, or transgender?",* = Less than .5 percent.,,12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00010,Refused/Web blank,*,"Do you consider yourself to be gay, lesbian, bisexual, or transgender?",* = Less than .5 percent.,,12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00011,Republican,25,"In politics today, do you consider yourself a Republican, Democrat, an Independent, or what?",* = Less than .5 percent.,,12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00011,Democrat,30,"In politics today, do you consider yourself a Republican, Democrat, an Independent, or what?",* = Less than .5 percent.,,12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00011,Independent,30,"In politics today, do you consider yourself a Republican, Democrat, an Independent, or what?",* = Less than .5 percent.,,12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00011,Other,3,"In politics today, do you consider yourself a Republican, Democrat, an Independent, or what?",* = Less than .5 percent.,,12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00011,None,12,"In politics today, do you consider yourself a Republican, Democrat, an Independent, or what?",* = Less than .5 percent.,,12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00011,Don't know,*,"In politics today, do you consider yourself a Republican, Democrat, an Independent, or what?",* = Less than .5 percent.,,12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00011,Refused/Web blank,*,"In politics today, do you consider yourself a Republican, Democrat, an Independent, or what?",* = Less than .5 percent.,,12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00012,Democrat,30,"(In politics today, do you consider yourself a Republican, Democrat, an Independent, or what?) (If Independent/Other/None/Don't know/Refused, ask:) Do you lean more towards the Republican Party or the Democratic Party?",* = Less than .5 percent.,,12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00012,Independent Lean Democrat,16,"(In politics today, do you consider yourself a Republican, Democrat, an Independent, or what?) (If Independent/Other/None/Don't know/Refused, ask:) Do you lean more towards the Republican Party or the Democratic Party?",* = Less than .5 percent.,,12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00012,Independent/Don't lean,19,"(In politics today, do you consider yourself a Republican, Democrat, an Independent, or what?) (If Independent/Other/None/Don't know/Refused, ask:) Do you lean more towards the Republican Party or the Democratic Party?",* = Less than .5 percent.,,12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00012,Independent Lean Republican,10,"(In politics today, do you consider yourself a Republican, Democrat, an Independent, or what?) (If Independent/Other/None/Don't know/Refused, ask:) Do you lean more towards the Republican Party or the Democratic Party?",* = Less than .5 percent.,,12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00012,Republican,25,"(In politics today, do you consider yourself a Republican, Democrat, an Independent, or what?) (If Independent/Other/None/Don't know/Refused, ask:) Do you lean more towards the Republican Party or the Democratic Party?",* = Less than .5 percent.,,12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00012,Undesignated,*,"(In politics today, do you consider yourself a Republican, Democrat, an Independent, or what?) (If Independent/Other/None/Don't know/Refused, ask:) Do you lean more towards the Republican Party or the Democratic Party?",* = Less than .5 percent.,,12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00013,Liberal,25,"Would you say your views in most political matters are liberal, moderate, or conservative?",,,12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00013,Moderate,46,"Would you say your views in most political matters are liberal, moderate, or conservative?",,,12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00013,Conservative,28,"Would you say your views in most political matters are liberal, moderate, or conservative?",,,12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
31119104.00013,Don't know/Refused/Web blank,1,"Would you say your views in most political matters are liberal, moderate, or conservative?",,,12/21/2021,SSRS,Henry J. Kaiser Family Foundation,KFF COVID-19 Vaccine Monitor: Early Omicron Update,12/15/2021,12/20/2021,Y,National adult,1065,"Telephone Interview, Cell Phone; Telephone Interview, Landline; Computer-Assisted telephone interview (CATI); Web-based survey",
